date,deleted,id,url,tweet
2022-06-10,TRUE,1535237786080423936,https://web.archive.org/web/20220610123020/https://twitter.com/JosephNSanberg/status/1535237786080423936,This smart move enables Blue Apron to reach millions of new people through  http://Walmart.com 's audience -- that's the kind of business strategy that drives profitable growth and has inspired my investments in  $APRN ! https://twitter.com/Linda_A_Findley/status/1532392337141379073
2022-06-10,TRUE,1535075055620587522,https://web.archive.org/web/20220610014327/https://twitter.com/JosephNSanberg/status/1535075055620587522,Just a week ago Blue Apron announced its partnership with  http://Walmart.com ….   Millions of new potential customers via Walmart’s online platform for  $APRN  where Blue Apron is the only meal kit offered. https://twitter.com/linda_a_findley/status/1532392337141379073
2022-06-09,TRUE,1534934367587295233,https://web.archive.org/web/20220609162455/https://twitter.com/JosephNSanberg/status/1534934367587295233,$APRN  analysis… https://twitter.com/bobsacamanoiv/status/1534563278830981121
2022-06-03,TRUE,1532800011481718785,https://web.archive.org/web/20220603190324/https://twitter.com/JosephNSanberg/status/1532800011481718785,Revenue growth-related product update from  $APRN  —  A customer can now order as many recipes and add-ons as one wants with every order.  Previously the maximum had been 4 recipes and 2 add-ons per order.  Seems like a product innovation that could increase revenue per customer. pic.twitter.com/BrrjDEwrKk
2022-06-02,TRUE,1532393913582952448,https://web.archive.org/web/20220602194132/https://twitter.com/JosephNSanberg/status/1532393913582952448,This is a significant growth move for  $APRN  — the quality and affordability of Blue Apron home cooking now available to millions of additional Americans through  http://Walmart.com  https://twitter.com/linda_a_findley/status/1532392337141379073
2022-05-25,TRUE,1529521957187686400,https://web.archive.org/web/20220525175742/https://twitter.com/JosephNSanberg/status/1529521957187686400,"Bonus content from  $APRN  press release:  ""Blue Apron is now part of Blue365, a platform with millions of active users that offers premier health and wellness discounts to eligible BCBS [Blue Cross Blue Shield] members."""
2022-05-25,TRUE,1529519452118691840,https://web.archive.org/web/20220525174830/https://twitter.com/JosephNSanberg/status/1529519452118691840,"Another highlight from  $APRN  press release out just now:  ""Blue Apron is registering its highest Average Order Value ever with Average Revenue per Customer sustaining above $320""  2/2  Source: https://investors.blueapron.com/press-releases/2022/05-25-2022-174505812"
2022-05-25,TRUE,1529519263241109504,https://web.archive.org/web/20220525174648/https://twitter.com/JosephNSanberg/status/1529519263241109504,"Highlights from  $APRN  press release out just now:  ""The company is adding two new strategic partnerships with Blue Cross Blue Shield and Planet Fitness""  ""The company continues to expect to grow customers sequentially in Q2""  1/2"
2022-05-24,TRUE,1529165670042128386,https://web.archive.org/web/20220524182142/https://twitter.com/JosephNSanberg/status/1529165670042128386,Magic Johnson — 5 NBA Titles  Larry Bird — 3 NBA Titles  Thanks also for amplifying the slide that shows how  $APRN  is often more affordable than the grocery story.
2022-05-23,TRUE,1528806091156361216,https://web.archive.org/web/20220523183255/https://twitter.com/JosephNSanberg/status/1528806091156361216,Turns out it's often more affordable -- a lot more affordable -- for a family to eat with  $APRN  than use the grocery store.  Source: Slide 22 of  https://investors.blueapron.com/~/media/Files/B/BlueApron-IR/reports-and-presentations/blue-apron-investor-day-2022-slide-presentation_0.pdf  pic.twitter.com/hGUBtQ2IYn
2022-05-23,TRUE,1528805048402075648,https://web.archive.org/web/20220523182916/https://twitter.com/JosephNSanberg/status/1528805048402075648,"I'm not sure your statements are supported by analysis.   For example, at  $APRN 's investor day, management shared analysis about how it's often more affordable for a family to use a meal kit than to go to the grocery store.  Here is the link:  https://investors.blueapron.com/~/media/Files/B/BlueApron-IR/reports-and-presentations/blue-apron-investor-day-2022-slide-presentation_0.pdf"
2022-05-23,TRUE,1528802886032904192,https://web.archive.org/web/20220523182016/https://twitter.com/JosephNSanberg/status/1528802886032904192,What do you think would happen if  $APRN  does in fact hit the targets in their publicly disclosed strategic plan? https://investors.blueapron.com/press-releases/2022/05-11-2022-142010663
2022-05-23,TRUE,1528802300415750144,https://web.archive.org/web/20220523181758/https://twitter.com/JosephNSanberg/status/1528802300415750144,How does the fact that  $APRN  has no debt maturities until 2027 factor into your thinking?
2022-05-23,TRUE,1528799219753967616,https://web.archive.org/web/20220523180556/https://twitter.com/JosephNSanberg/status/1528799219753967616,I believe it’s worth your time to review the plan  $APRN  publicly shared: https://investors.blueapron.com/press-releases/2022/05-11-2022-142010663
2022-05-23,TRUE,1528798688817995776,https://web.archive.org/web/20220523180322/https://twitter.com/JosephNSanberg/status/1528798688817995776,Wonder what would happen if more investors actually read this plan  $APRN  shared: https://investors.blueapron.com/press-releases/2022/05-11-2022-142010663
2022-05-11,TRUE,1524462341420691457,https://web.archive.org/web/20220511185214/https://twitter.com/JosephNSanberg/status/1524462341420691457,More  $APRN  https://investors.blueapron.com/press-releases/2022/05-11-2022-142010663
